street,long,lat,city_id,town_id,neighborhood,postal
Rua 73,,,11,65,Mansões Águas Quentes,75694-375
Rua 79,,,11,65,Mansões Águas Quentes,75694-378
Rua 82,,,11,65,Mansões Águas Quentes,75694-381
Rua 75,,,11,65,Mansões Águas Quentes,75694-384
Rua 78,,,11,65,Mansões Águas Quentes,75694-387
Rua 80,,,11,65,Mansões Águas Quentes,75694-390
Rua 81,,,11,65,Mansões Águas Quentes,75694-393
Rua 83,,,11,65,Mansões Águas Quentes,75694-396
Rua 72,,,11,65,Mansões Águas Quentes,75694-399
Rua 74,,,11,65,Mansões Águas Quentes,75694-402
Rua 76,,,11,65,Mansões Águas Quentes,75694-405
Rua 77 A,,,11,65,Mansões Águas Quentes,75694-408
Rua 77,,,11,65,Mansões Águas Quentes,75694-411
Avenida B,,,11,65,Mansões Águas Quentes,75694-414
Rua 84,,,11,65,Mansões Águas Quentes,75694-417
Rua 85,,,11,65,Mansões Águas Quentes,75694-420
Rua 86,,,11,65,Mansões Águas Quentes,75694-423
Rua 87,,,11,65,Mansões Águas Quentes,75694-426
Rua 88,,,11,65,Mansões Águas Quentes,75694-429
Rua 89,,,11,65,Mansões Águas Quentes,75694-432
Rua 94,,,11,65,Mansões Águas Quentes,75694-435
Rua 95,,,11,65,Mansões Águas Quentes,75694-438
Rua 98,,,11,65,Mansões Águas Quentes,75694-441
Rua 90,,,11,65,Mansões Águas Quentes,75694-444
Rua 92,,,11,65,Mansões Águas Quentes,75694-447
Rua 96,,,11,65,Mansões Águas Quentes,75694-450
Rua 91,,,11,65,Mansões Águas Quentes,75694-453
Rua 99,,,11,65,Mansões Águas Quentes,75694-456
Rua 97,,,11,65,Mansões Águas Quentes,75694-459
Rua 100,,,11,65,Mansões Águas Quentes,75694-462
Rua 101,,,11,65,Mansões Águas Quentes,75694-465
Rua 100 A,,,11,65,Mansões Águas Quentes,75694-468
Rua 102,,,11,65,Mansões Águas Quentes,75694-471
Rua 103,,,11,65,Mansões Águas Quentes,75694-474
Rua 104,,,11,65,Mansões Águas Quentes,75694-477
Rua 105,,,11,65,Mansões Águas Quentes,75694-480
Rua 106,,,11,65,Mansões Águas Quentes,75694-483
Rua 107,,,11,65,Mansões Águas Quentes,75694-486
Rua 108,,,11,65,Mansões Águas Quentes,75694-488
Rua 109,,,11,65,Mansões Águas Quentes,75694-489
Rua 93,,,11,65,Mansões Águas Quentes,75694-492
Rua 114,,,11,65,Mansões Águas Quentes,75694-495
Rua 113,,,11,65,Mansões Águas Quentes,75694-498
Rua 110,,,11,65,Mansões Águas Quentes,75694-501
Rua 111,,,11,65,Mansões Águas Quentes,75694-504
Rua 112,,,11,65,Mansões Águas Quentes,75694-507
Rua 124,,,11,65,Mansões Águas Quentes,75694-510
Rua 115,,,11,65,Mansões Águas Quentes,75694-513
Rua 116,,,11,65,Mansões Águas Quentes,75694-516
Rua 117,,,11,65,Mansões Águas Quentes,75694-519
Rua 118,,,11,65,Mansões Águas Quentes,75694-522
Rua 119,,,11,65,Mansões Águas Quentes,75694-525
Rua 120,,,11,65,Mansões Águas Quentes,75694-528
Rua 121,,,11,65,Mansões Águas Quentes,75694-531
Rua 122,,,11,65,Mansões Águas Quentes,75694-534
Rua 123,,,11,65,Mansões Águas Quentes,75694-537
Rua 130,,,11,65,Mansões Águas Quentes,75694-540
Rua 131,,,11,65,Mansões Águas Quentes,75694-543
Rua 136,,,11,65,Mansões Águas Quentes,75694-546
Rua 137,,,11,65,Mansões Águas Quentes,75694-549
Rua 134,,,11,65,Mansões Águas Quentes,75694-552
Rua 135,,,11,65,Mansões Águas Quentes,75694-555
Rua 138,,,11,65,Mansões Águas Quentes,75694-558
Rua 125,,,11,65,Mansões Águas Quentes,75694-561
Rua 132,,,11,65,Mansões Águas Quentes,75694-564
Rua 133,,,11,65,Mansões Águas Quentes,75694-567
Rua 139,,,11,65,Mansões Águas Quentes,75694-570
Rua 140,,,11,65,Mansões Águas Quentes,75694-573
Rua 126,,,11,65,Mansões Águas Quentes,75694-576
Rua 141,,,11,65,Mansões Águas Quentes,75694-579
Rua 142,,,11,65,Mansões Águas Quentes,75694-582
Rua 127,,,11,65,Mansões Águas Quentes,75694-585
Rua 143,,,11,65,Mansões Águas Quentes,75694-588
Rua 128,,,11,65,Mansões Águas Quentes,75694-591
Rua 144,,,11,65,Mansões Águas Quentes,75694-594
Rua 129,,,11,65,Mansões Águas Quentes,75694-597
Avenida A,,,11,9,Chácaras Primavera,75694-600
Rua 1,,,11,9,Chácaras Primavera,75694-605
Rua 2,,,11,9,Chácaras Primavera,75694-610
Rua 3,,,11,9,Chácaras Primavera,75694-615
Rua 4,,,11,9,Chácaras Primavera,75694-620
Rua 5,,,11,9,Chácaras Primavera,75694-625
Rua 6,,,11,9,Chácaras Primavera,75694-630
Rua 7,,,11,9,Chácaras Primavera,75694-635
Alameda Carajás,,,11,91,Residencial Aldeia das Thermas,75694-720
Rua Pataxós,,,11,91,Residencial Aldeia das Thermas,75694-723
Rua Avá Canoeiros,,,11,91,Residencial Aldeia das Thermas,75694-726
Rua Tapuias,,,11,91,Residencial Aldeia das Thermas,75694-729
Alameda Xavantes,,,11,91,Residencial Aldeia das Thermas,75694-732
Rua Krikatis,,,11,91,Residencial Aldeia das Thermas,75694-735
Rua Xerentes,,,11,91,Residencial Aldeia das Thermas,75694-738
Rua Kamayuras,,,11,91,Residencial Aldeia das Thermas,75694-741
Alameda Kaiabis,,,11,91,Residencial Aldeia das Thermas,75694-744
Alameda Javaés,,,11,91,Residencial Aldeia das Thermas,75694-747
Alameda Kaiapós,,,11,91,Residencial Aldeia das Thermas,75694-750
Alameda Macuxis,,,11,91,Residencial Aldeia das Thermas,75694-753
Alameda Yanomami,,,11,91,Residencial Aldeia das Thermas,75694-756
Alameda Kraôs,,,11,91,Residencial Aldeia das Thermas,75694-759
Alameda Bororós,,,11,91,Residencial Aldeia das Thermas,75694-762
Avenida Jaqueline Mattar,,,11,33,Don Felipe,75695-001
Avenida Dom Felipe,,,11,33,Don Felipe,75695-004
Rua Kimie Shibata,,,11,33,Don Felipe,75695-007
Rua Kátia Mattar,,,11,33,Don Felipe,75695-010
Rua Edgar Rodrigues,,,11,33,Don Felipe,75695-013
Rua Doutor Aristides Rodrigues,,,11,33,Don Felipe,75695-016
Rua Jamil Mattar,,,11,33,Don Felipe,75695-019
Rua Santarém Caldas,,,11,33,Don Felipe,75695-022
Rua Doutor Rui Alves,,,11,33,Don Felipe,75695-025
Rua Lúcia Costa,,,11,33,Don Felipe,75695-028
Rua Marcelo Mattar,,,11,33,Don Felipe,75695-031
Rua Claudina Ferreira,,,11,33,Don Felipe,75695-034
Avenida Dona Adélia,,,11,33,Don Felipe,75695-037
Avenida Principal,,,11,98,Residencial Lafaiete de Godoi,75695-041
Avenida Dona Adélia,,,11,98,Residencial Lafaiete de Godoi,75695-044
Avenida F,,,11,98,Residencial Lafaiete de Godoi,75695-047
Avenida E,,,11,98,Residencial Lafaiete de Godoi,75695-050
Avenida D,,,11,98,Residencial Lafaiete de Godoi,75695-053
Avenida C,,,11,98,Residencial Lafaiete de Godoi,75695-056
Rua 7,,,11,98,Residencial Lafaiete de Godoi,75695-059
Rua 6,,,11,98,Residencial Lafaiete de Godoi,75695-062
Rua 5,,,11,98,Residencial Lafaiete de Godoi,75695-065
Rua 4,,,11,98,Residencial Lafaiete de Godoi,75695-068
Avenida B,,,11,98,Residencial Lafaiete de Godoi,75695-071
Rua 3,,,11,98,Residencial Lafaiete de Godoi,75695-074
Rua 2,,,11,98,Residencial Lafaiete de Godoi,75695-077
Rua 1,,,11,98,Residencial Lafaiete de Godoi,75695-080
Avenida A,,,11,98,Residencial Lafaiete de Godoi,75695-083
Rua 12,,,11,98,Residencial Lafaiete de Godoi,75695-086
Rua 13,,,11,98,Residencial Lafaiete de Godoi,75695-089
Rua 14,,,11,98,Residencial Lafaiete de Godoi,75695-092
Rua 15,,,11,98,Residencial Lafaiete de Godoi,75695-095
Rua 16,,,11,98,Residencial Lafaiete de Godoi,75695-098
Rua 8,,,11,98,Residencial Lafaiete de Godoi,75695-101
Rua 9,,,11,98,Residencial Lafaiete de Godoi,75695-104
Rua 10,,,11,98,Residencial Lafaiete de Godoi,75695-107
Rua 11,,,11,98,Residencial Lafaiete de Godoi,75695-110
Rua 1,,,11,131,Setor Santo André,75695-841
Rua 8,,,11,131,Setor Santo André,75695-844
Rua 9,,,11,131,Setor Santo André,75695-847
Rua 10,,,11,131,Setor Santo André,75695-850
Rua 2,,,11,131,Setor Santo André,75695-853
Rua 3,,,11,131,Setor Santo André,75695-856
Rua 4,,,11,131,Setor Santo André,75695-859
Rua 5,,,11,131,Setor Santo André,75695-862
Rua 6,,,11,131,Setor Santo André,75695-865
Rua 7,,,11,131,Setor Santo André,75695-868
Rua 1,,,11,72,Nossa Senhora de Fátima,75695-871
Rodovia GO-139,,,11,72,Nossa Senhora de Fátima,75695-872
Rua 9,,,11,72,Nossa Senhora de Fátima,75695-874
Rua 2,,,11,72,Nossa Senhora de Fátima,75695-877
Rua 3,,,11,72,Nossa Senhora de Fátima,75695-880
Rua 4,,,11,72,Nossa Senhora de Fátima,75695-883
Rua 5,,,11,72,Nossa Senhora de Fátima,75695-886
Rua 6,,,11,72,Nossa Senhora de Fátima,75695-889
Rua 7,,,11,72,Nossa Senhora de Fátima,75695-892
Rua 8,,,11,72,Nossa Senhora de Fátima,75695-895
Rua do Turismo,,,11,31,Do Turista,75696-000
Alameda das Thermas,,,11,31,Do Turista,75696-002
Rua Dona Francisca Alla Cunha,,,11,31,Do Turista,75696-004
Rua Maria Paula,,,11,31,Do Turista,75696-006
Rua do Balneário,,,11,31,Do Turista,75696-008
Rua Presidente Castelo Branco,,,11,31,Do Turista,75696-010
Rua Dona Madalena,,,11,31,Do Turista,75696-012
Rua Nair Lopes de Moraes,,,11,31,Do Turista,75696-014
Avenida Coronel Cirilo Lopes de Morais,,,11,31,Do Turista,75696-016
Rua Coronel Luiz José Pereira,,,11,31,Do Turista,75696-018
Rua Coronel Ilídio Lopes de Moraes,,,11,31,Do Turista,75696-020
Rua Mestre Orlando,,,11,31,Do Turista,75696-022
Rua Adalgisa,,,11,31,Do Turista,75696-024
Rua São Bento,,,11,31,Do Turista,75696-026
Rua Donato Rispoli,,,11,31,Do Turista,75696-028
Rua São Cristóvão,,,11,135,Solar de Caldas Novas,75696-030
Rua São José,,,11,135,Solar de Caldas Novas,75696-033
Rua Santa Catarina,,,11,135,Solar de Caldas Novas,75696-036
Rua São João,,,11,135,Solar de Caldas Novas,75696-039
Rua São Bartolomeu,,,11,135,Solar de Caldas Novas,75696-042
Rua São Paulo,,,11,135,Solar de Caldas Novas,75696-045
Rua São Jorge,,,11,135,Solar de Caldas Novas,75696-048
Rua São Carlos,,,11,135,Solar de Caldas Novas,75696-051
Rua São Braz,,,11,135,Solar de Caldas Novas,75696-054
Avenida Santo Amaro,,,11,135,Solar de Caldas Novas,75696-057
Rodovia GO-213,,,11,135,Solar de Caldas Novas,75696-058
Rua São Genaro,,,11,135,Solar de Caldas Novas,75696-060
Rua Alfredo Dias de Morais,,,11,32,Do Turista 2ª Etapa,75696-070
Avenida Nivaldo Rodrigues da Cunha,,,11,32,Do Turista 2ª Etapa,75696-073
Rua 1,,,11,32,Do Turista 2ª Etapa,75696-075
Rua 2,,,11,32,Do Turista 2ª Etapa,75696-076
Rua 6,,,11,32,Do Turista 2ª Etapa,75696-079
Rua 5,,,11,32,Do Turista 2ª Etapa,75696-082
Rua 7,,,11,32,Do Turista 2ª Etapa,75696-085
Rua 8,,,11,32,Do Turista 2ª Etapa,75696-088
Rua 12,,,11,32,Do Turista 2ª Etapa,75696-091
Rua 3,,,11,32,Do Turista 2ª Etapa,75696-094
Rua 10,,,11,32,Do Turista 2ª Etapa,75696-097
Rua 14,,,11,32,Do Turista 2ª Etapa,75696-100
Rua 9,,,11,32,Do Turista 2ª Etapa,75696-103
Rua 28,,,11,32,Do Turista 2ª Etapa,75696-106
Avenida Orcalino Lopes de Moraes,,,11,32,Do Turista 2ª Etapa,75696-109
Rua 34,,,11,32,Do Turista 2ª Etapa,75696-112
Rua 4,,,11,32,Do Turista 2ª Etapa,75696-115
Rua 11,,,11,32,Do Turista 2ª Etapa,75696-118
Rua 24,,,11,32,Do Turista 2ª Etapa,75696-121
Rua 13,,,11,32,Do Turista 2ª Etapa,75696-124
Rua 30,,,11,32,Do Turista 2ª Etapa,75696-127
Rua 26,,,11,32,Do Turista 2ª Etapa,75696-130
Rua 16,,,11,32,Do Turista 2ª Etapa,75696-133
Rua 18,,,11,32,Do Turista 2ª Etapa,75696-136
Rua 15,,,11,32,Do Turista 2ª Etapa,75696-139
Rua 17,,,11,32,Do Turista 2ª Etapa,75696-142
Rua 19,,,11,32,Do Turista 2ª Etapa,75696-145
Rua 20,,,11,32,Do Turista 2ª Etapa,75696-148
Rua 22,,,11,32,Do Turista 2ª Etapa,75696-151
Rua 21,,,11,32,Do Turista 2ª Etapa,75696-154
Rua 32,,,11,32,Do Turista 2ª Etapa,75696-157
Rua 23,,,11,32,Do Turista 2ª Etapa,75696-160
Rua 25,,,11,32,Do Turista 2ª Etapa,75696-163
Rua 2,,,11,52,Jardim Jeriquara,75696-170
Rua 1,,,11,52,Jardim Jeriquara,75696-172
Rua 3,,,11,52,Jardim Jeriquara,75696-174
Rua 4,,,11,52,Jardim Jeriquara,75696-176
Rua 5,,,11,52,Jardim Jeriquara,75696-178
Rua 6,,,11,52,Jardim Jeriquara,75696-180
Rua Salomão Medrado,,,11,52,Jardim Jeriquara,75696-182
Rua 6,,,11,49,Jardim França,75696-190
Rua 1,,,11,49,Jardim França,75696-192
Rua 3,,,11,49,Jardim França,75696-194
Rua 4,,,11,49,Jardim França,75696-196
Rua Coronel Luiz José Pereira,,,11,82,Parque Jardim Brasil,75696-200
Avenida Coronel Cirilo Lopes de Morais,,,11,82,Parque Jardim Brasil,75696-203
Avenida Imperador Dom Pedro I,,,11,82,Parque Jardim Brasil,75696-206
Avenida Brasília,,,11,82,Parque Jardim Brasil,75696-209
Rua São Paulo,,,11,82,Parque Jardim Brasil,75696-212
Rua Rio de Janeiro,,,11,82,Parque Jardim Brasil,75696-215
Rua Amazonas,,,11,82,Parque Jardim Brasil,75696-218
Rua Espírito Santo,,,11,82,Parque Jardim Brasil,75696-221
Rua Coronel Luís Gonzaga de Menezes,,,11,82,Parque Jardim Brasil,75696-224
Rua Capitão Fernando Delgado Leite de Castilho,,,11,82,Parque Jardim Brasil,75696-227
Rua José de Assis Mascarenhas,,,11,82,Parque Jardim Brasil,75696-230
Rua Goiás,,,11,82,Parque Jardim Brasil,75696-233
Rua Roraima,,,11,82,Parque Jardim Brasil,75696-236
Rua Acre,,,11,82,Parque Jardim Brasil,75696-239
Rua Amapá,,,11,82,Parque Jardim Brasil,75696-242
Rua Rio Branco,,,11,82,Parque Jardim Brasil,75696-245
Rua Marechal Castelo Branco,,,11,82,Parque Jardim Brasil,75696-248
Rua Piauí,,,11,82,Parque Jardim Brasil,75696-251
Rua Francisco Barbosa da Silva,,,11,82,Parque Jardim Brasil,75696-254
Rua Mato Grosso,,,11,82,Parque Jardim Brasil,75696-257
Rua Maranhão,,,11,82,Parque Jardim Brasil,75696-260
Rua Minas Gerais,,,11,82,Parque Jardim Brasil,75696-263
Rua Pará,,,11,82,Parque Jardim Brasil,75696-266
Rua Bahia,,,11,82,Parque Jardim Brasil,75696-269
Rua Rio Grande do Norte,,,11,82,Parque Jardim Brasil,75696-272
Rua Martinho Coelho de Siqueira,,,11,82,Parque Jardim Brasil,75696-275
Rua Particular,,,11,82,Parque Jardim Brasil,75696-278
Rua Auguste de Saint Hilaire,,,11,82,Parque Jardim Brasil,75696-281
Avenida Imperador Dom Pedro II,,,11,82,Parque Jardim Brasil,75696-284
Rua Bartolomeu Bueno da Silva,,,11,82,Parque Jardim Brasil,75696-287
Rua Paraìba,,,11,82,Parque Jardim Brasil,75696-290
Rua Alagoas,,,11,82,Parque Jardim Brasil,75696-293
Rua Santa Catarina,,,11,82,Parque Jardim Brasil,75696-296
Rua Pernambuco,,,11,82,Parque Jardim Brasil,75696-299
Rua Sergipe,,,11,82,Parque Jardim Brasil,75696-302
Rua Ceará,,,11,82,Parque Jardim Brasil,75696-305
Rua Rio Grande do Sul,,,11,82,Parque Jardim Brasil,75696-308
Avenida Elias Bufaiçal,,,11,44,Jardim Belvedere,75696-320
Rua 22,,,11,44,Jardim Belvedere,75696-323
Rua Sebastiana Dias Rodrigues Rosa,,,11,44,Jardim Belvedere,75696-326
Rua Renato Bernardo Faina,,,11,44,Jardim Belvedere,75696-329
Rua 26,,,11,44,Jardim Belvedere,75696-332
Rua JB 3,,,11,44,Jardim Belvedere,75696-335
Rua 32,,,11,44,Jardim Belvedere,75696-338
Rua Umbelina Cambardélia,,,11,44,Jardim Belvedere,75696-341
Rua JB 6,,,11,44,Jardim Belvedere,75696-344
Rua JB 4,,,11,44,Jardim Belvedere,75696-347
Rua JB 7,,,11,44,Jardim Belvedere,75696-350
Rua JB 9,,,11,44,Jardim Belvedere,75696-353
Rua JB 5,,,11,44,Jardim Belvedere,75696-356
Rua JB 8,,,11,44,Jardim Belvedere,75696-359
Rua JB 10,,,11,44,Jardim Belvedere,75696-362
Rua JB 2,,,11,44,Jardim Belvedere,75696-365
Rua JB 13,,,11,44,Jardim Belvedere,75696-368
Rua JB 14,,,11,44,Jardim Belvedere,75696-371
Rua JB 15,,,11,44,Jardim Belvedere,75696-374
Rua JB 16,,,11,44,Jardim Belvedere,75696-377
Rua JB 17,,,11,44,Jardim Belvedere,75696-380
Rua JB 18,,,11,44,Jardim Belvedere,75696-383
Rua JB 19,,,11,44,Jardim Belvedere,75696-386
Avenida Nivaldo Rodrigues da Cunha,,,11,44,Jardim Belvedere,75696-389
Rua JB 20,,,11,44,Jardim Belvedere,75696-392
Rua JB 21,,,11,44,Jardim Belvedere,75696-395
Rua JB 11,,,11,44,Jardim Belvedere,75696-398
Rua JB 12,,,11,44,Jardim Belvedere,75696-401
Rua JB 22,,,11,44,Jardim Belvedere,75696-404
Rua JB 25,,,11,44,Jardim Belvedere,75696-407
Rua JB 23,,,11,44,Jardim Belvedere,75696-410
Rua JB 24,,,11,44,Jardim Belvedere,75696-413
Rua 1,,,11,87,Portal das Águas Quentes,75696-450
Rua 2,,,11,87,Portal das Águas Quentes,75696-453
Rua 3,,,11,87,Portal das Águas Quentes,75696-456
Avenida C,,,11,87,Portal das Águas Quentes,75696-459
Avenida B,,,11,87,Portal das Águas Quentes,75696-462
Rua 4,,,11,87,Portal das Águas Quentes,75696-465
Avenida E,,,11,87,Portal das Águas Quentes,75696-468
Rua 4 A,,,11,87,Portal das Águas Quentes,75696-471
Rua 4 B,,,11,87,Portal das Águas Quentes,75696-474
Avenida D,,,11,87,Portal das Águas Quentes,75696-477
Rua 5,,,11,87,Portal das Águas Quentes,75696-480
Rua 6,,,11,87,Portal das Águas Quentes,75696-483
Rua 14,,,11,87,Portal das Águas Quentes,75696-486
Rua 13,,,11,87,Portal das Águas Quentes,75696-489
Rua 12,,,11,87,Portal das Águas Quentes,75696-492
Rua 11,,,11,87,Portal das Águas Quentes,75696-495
Rua 10,,,11,87,Portal das Águas Quentes,75696-498
Rua 7,,,11,87,Portal das Águas Quentes,75696-501
Rua 8,,,11,87,Portal das Águas Quentes,75696-504
Rua 9,,,11,87,Portal das Águas Quentes,75696-507
Rua 15,,,11,87,Portal das Águas Quentes,75696-510
Rua 16,,,11,87,Portal das Águas Quentes,75696-513
Rua 17,,,11,87,Portal das Águas Quentes,75696-516
Rua 18,,,11,87,Portal das Águas Quentes,75696-519
Avenida A,,,11,87,Portal das Águas Quentes,75696-522
Rua 19,,,11,87,Portal das Águas Quentes,75696-525
Rua 20,,,11,87,Portal das Águas Quentes,75696-528
Rua 21,,,11,87,Portal das Águas Quentes,75696-531
Rua 22,,,11,87,Portal das Águas Quentes,75696-534
Rua 23,,,11,87,Portal das Águas Quentes,75696-537
Rua 24,,,11,87,Portal das Águas Quentes,75696-540
Rua 25,,,11,87,Portal das Águas Quentes,75696-543
Rua 26,,,11,87,Portal das Águas Quentes,75696-546
Rua 27,,,11,87,Portal das Águas Quentes,75696-549
Rua 28,,,11,87,Portal das Águas Quentes,75696-552
Avenida F,,,11,87,Portal das Águas Quentes,75696-555
Avenida G,,,11,87,Portal das Águas Quentes,75696-558
Rua 40 A,,,11,87,Portal das Águas Quentes,75696-561
Rua 39,,,11,87,Portal das Águas Quentes,75696-564
Rua 39 A,,,11,87,Portal das Águas Quentes,75696-567
Rua 38,,,11,87,Portal das Águas Quentes,75696-570
Rua 37,,,11,87,Portal das Águas Quentes,75696-573
Rua 36,,,11,87,Portal das Águas Quentes,75696-576
Rua 35,,,11,87,Portal das Águas Quentes,75696-579
Rua 34,,,11,87,Portal das Águas Quentes,75696-582
Rua 33,,,11,87,Portal das Águas Quentes,75696-585
Rua 33A,,,11,87,Portal das Águas Quentes,75696-588
Rua 32,,,11,87,Portal das Águas Quentes,75696-591
Rua 30,,,11,87,Portal das Águas Quentes,75696-594
Rua 29,,,11,87,Portal das Águas Quentes,75696-597
Avenida H,,,11,87,Portal das Águas Quentes,75696-600
Rua 31,,,11,87,Portal das Águas Quentes,75696-603
Rua 45,,,11,87,Portal das Águas Quentes,75696-606
Avenida I,,,11,87,Portal das Águas Quentes,75696-609
Rua 46,,,11,87,Portal das Águas Quentes,75696-612
Rua 47,,,11,87,Portal das Águas Quentes,75696-615
Rua 44,,,11,87,Portal das Águas Quentes,75696-618
Rua 43,,,11,87,Portal das Águas Quentes,75696-621
Rua 42,,,11,87,Portal das Águas Quentes,75696-624
Rua 41,,,11,87,Portal das Águas Quentes,75696-627
Rua 40,,,11,87,Portal das Águas Quentes,75696-630
Rua 58,,,11,87,Portal das Águas Quentes,75696-633
Avenida J,,,11,87,Portal das Águas Quentes,75696-636
Rua 57,,,11,87,Portal das Águas Quentes,75696-639
Rua 53,,,11,87,Portal das Águas Quentes,75696-642
Rua 54,,,11,87,Portal das Águas Quentes,75696-645
Rua 55,,,11,87,Portal das Águas Quentes,75696-648
Rua 56,,,11,87,Portal das Águas Quentes,75696-651
Rua 52,,,11,87,Portal das Águas Quentes,75696-654
Rua 52 A,,,11,87,Portal das Águas Quentes,75696-657
Rua 51 B,,,11,87,Portal das Águas Quentes,75696-660
Rua 51 A,,,11,87,Portal das Águas Quentes,75696-663
Rua 51,,,11,87,Portal das Águas Quentes,75696-666
Rua 50,,,11,87,Portal das Águas Quentes,75696-669
Rua 49,,,11,87,Portal das Águas Quentes,75696-672
Rua 48,,,11,87,Portal das Águas Quentes,75696-675
Avenida X,,,11,87,Portal das Águas Quentes,75696-678
Rua 60,,,11,87,Portal das Águas Quentes,75696-681
Rua H 1,,,11,87,Portal das Águas Quentes,75696-684
Rua H 2,,,11,87,Portal das Águas Quentes,75696-687
Rua H 3,,,11,87,Portal das Águas Quentes,75696-690
Alameda Três,,,11,87,Portal das Águas Quentes,75696-693
Rua 59,,,11,87,Portal das Águas Quentes,75696-696
Rua 59 A,,,11,87,Portal das Águas Quentes,75696-699
Rua 61,,,11,87,Portal das Águas Quentes,75696-702
Rua 62,,,11,87,Portal das Águas Quentes,75696-705
Avenida L,,,11,87,Portal das Águas Quentes,75696-708
Rua 64,,,11,87,Portal das Águas Quentes,75696-711
Rua 63,,,11,87,Portal das Águas Quentes,75696-714
Rua 64 A,,,11,87,Portal das Águas Quentes,75696-717
Rua 63 B,,,11,87,Portal das Águas Quentes,75696-720
Rua 63 A,,,11,87,Portal das Águas Quentes,75696-723
Rua 65,,,11,87,Portal das Águas Quentes,75696-726
Rua 66,,,11,87,Portal das Águas Quentes,75696-729
Rua 66 A,,,11,87,Portal das Águas Quentes,75696-732
Avenida M,,,11,87,Portal das Águas Quentes,75696-735
Avenida Z,,,11,87,Portal das Águas Quentes,75696-738
Rua 68,,,11,87,Portal das Águas Quentes,75696-741
Rua 69,,,11,87,Portal das Águas Quentes,75696-744
Rua 70,,,11,87,Portal das Águas Quentes,75696-747
Rua 71,,,11,87,Portal das Águas Quentes,75696-750
Avenida N,,,11,87,Portal das Águas Quentes,75696-753
Avenida P,,,11,87,Portal das Águas Quentes,75696-756
Avenida 72,,,11,87,Portal das Águas Quentes,75696-759
Rua 75,,,11,87,Portal das Águas Quentes,75696-762
Avenida O,,,11,87,Portal das Águas Quentes,75696-765
Rua 76 A,,,11,87,Portal das Águas Quentes,75696-768
Rua 76,,,11,87,Portal das Águas Quentes,75696-771
Rua 73,,,11,87,Portal das Águas Quentes,75696-774
Rua 73 B,,,11,87,Portal das Águas Quentes,75696-777
Rua 74,,,11,87,Portal das Águas Quentes,75696-780
Avenida Q,,,11,87,Portal das Águas Quentes,75696-783
Rua 77,,,11,87,Portal das Águas Quentes,75696-786
Rua 84 A,,,11,87,Portal das Águas Quentes,75696-789
Avenida S,,,11,87,Portal das Águas Quentes,75696-792
Rua 84,,,11,87,Portal das Águas Quentes,75696-795
Rua 85 B,,,11,87,Portal das Águas Quentes,75696-798
Rua 85,,,11,87,Portal das Águas Quentes,75696-801
Rua 85 A,,,11,87,Portal das Águas Quentes,75696-804
Avenida R,,,11,87,Portal das Águas Quentes,75696-807
Rua 78,,,11,87,Portal das Águas Quentes,75696-810
Rua 78 B,,,11,87,Portal das Águas Quentes,75696-813
Rua 79,,,11,87,Portal das Águas Quentes,75696-816
Rua 79 B,,,11,87,Portal das Águas Quentes,75696-819
Rua 80,,,11,87,Portal das Águas Quentes,75696-822
Rua 80 C,,,11,87,Portal das Águas Quentes,75696-825
Rua 81,,,11,87,Portal das Águas Quentes,75696-828
Rua 82,,,11,87,Portal das Águas Quentes,75696-831
Rua 83,,,11,87,Portal das Águas Quentes,75696-834
Rua 93,,,11,87,Portal das Águas Quentes,75696-837
Rua 93 A,,,11,87,Portal das Águas Quentes,75696-840
Rua 86,,,11,87,Portal das Águas Quentes,75696-843
Rua 87,,,11,87,Portal das Águas Quentes,75696-846
Rua 88,,,11,87,Portal das Águas Quentes,75696-849
Rua 89,,,11,87,Portal das Águas Quentes,75696-852
Rua 90,,,11,87,Portal das Águas Quentes,75696-855
Rua 91,,,11,87,Portal das Águas Quentes,75696-858
Rua 92,,,11,87,Portal das Águas Quentes,75696-861
Rua 94,,,11,87,Portal das Águas Quentes,75696-864
Rua 94 B,,,11,87,Portal das Águas Quentes,75696-867
Rua 95,,,11,87,Portal das Águas Quentes,75696-870
Rua 95 A,,,11,87,Portal das Águas Quentes,75696-873
Rua 96 A,,,11,87,Portal das Águas Quentes,75696-876
Rua 96,,,11,87,Portal das Águas Quentes,75696-879
Rua 97,,,11,87,Portal das Águas Quentes,75696-882
Rua 98,,,11,87,Portal das Águas Quentes,75696-885
Rua 99,,,11,87,Portal das Águas Quentes,75696-888
Rua 100,,,11,87,Portal das Águas Quentes,75696-891
Rua 101,,,11,87,Portal das Águas Quentes,75696-894
Rua 102,,,11,87,Portal das Águas Quentes,75696-897
Rua 1,,,11,40,Estância Itapuã,75697-040
Rua 1A,,,11,40,Estância Itapuã,75697-041
Rua 15,,,11,40,Estância Itapuã,75697-043
Rua 15A,,,11,40,Estância Itapuã,75697-044
Rua 14,,,11,40,Estância Itapuã,75697-046
Rua 18,,,11,40,Estância Itapuã,75697-049
Rua 16,,,11,40,Estância Itapuã,75697-052
Rua 12,,,11,40,Estância Itapuã,75697-055
Rua 10,,,11,40,Estância Itapuã,75697-058
Rua 17,,,11,40,Estância Itapuã,75697-061
Rua 8,,,11,40,Estância Itapuã,75697-064
Rua 8A,,,11,40,Estância Itapuã,75697-065
Rua 11,,,11,40,Estância Itapuã,75697-067
